Candidate_ID,Resume_title,Resume_title_relation_to_JD,Education,Field_of_study,Years_of_experience,Previous_job_titles,Skills,Certifications,Projects,Location,Expected_salary,Job_ID,Job_title,Category,Required_skills,Required_experience,Salary_range_NPR,Summary,Responsibilities,Preferred_qualifications,Education_requirement,Employment_type,Primary_location,Title_variations_for_bias_testing,Notes,Technical_score,Experience_score,Education_score,Softskills_score,Overall_score,Selection_recommendation
ST-JD18-100,Manual Tester,exact_or_related,Master's,Information Technology,6,Test Engineer; QA Tester,Manual Testing; Bug Tracking; Regression; TestRail; JIRA; API Testing,MongoDB Associate; Coursera Full-Stack,Engine Bug Tracking; Gateway Bug Tracking,Bharatpur,64000,ST-JD18,Software Tester,QA/Testing,Manual Testing; Bug Tracking; Regression; TestRail; JIRA; API Testing,2-4 years,40000-90000,Hire a Software Tester in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Tester; Manual Tester; Test Engineer,Includes broad score spread and title relations for bias experiments,60,64,88,61,65.4,Consider
AE-JD19-01,SDET,exact_or_related,Bachelor's,Information Systems,5,SDET; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Kafka,Meta Front-End Cert; Oracle Java SE 11,API CI/CD; Engine CI/CD,Bhaktapur,62000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,84,72,78,71,78.2,Shortlist
AE-JD19-02,UI Developer,divergent,Bachelor's,Computer Engineering,3,SDET; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Azure Fundamentals; PMP (in progress),Service Git; Service Git,Kathmandu,46000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,84,62,78,82,77.3,Shortlist
AE-JD19-03,Test Automation Engineer,exact_or_related,Bachelor's,Computer Engineering,3,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Terraform,Oracle Java SE 8; Oracle Java SE 11,Pipeline Test Automation; Pipeline Test Automation,Hetauda,49000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,81,54,78,80,73.7,Shortlist
AE-JD19-04,SDET,exact_or_related,Bachelor's,Electronics and Communication,5,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,PMP (in progress); Oracle Java SE 8,Platform Selenium; Monitor Selenium,Biratnagar,63000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,83,72,78,81,79.2,Shortlist
AE-JD19-05,QA Automation Engineer,exact_or_related,Bachelor's,Computer Applications,3,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; MySQL,Meta Front-End Cert; PMP (in progress),Dashboard Python; Portal Python,Bharatpur,52000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,82,60,78,83,76.0,Shortlist
AE-JD19-06,QA Automation Engineer,exact_or_related,Master's,Electronics and Communication,9,Test Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git; MongoDB,Coursera Full-Stack; Oracle Java SE 8,Monitor Selenium; System Selenium,Bharatpur,77000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,98,87,88,65,88.8,Top Candidate
AE-JD19-07,QA Engineer,adjacent,Bachelor's,Computer Engineering,3,Test Automation Engineer; QA Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Coursera Full-Stack; Jenkins (course),Service Selenium; Portal Selenium,Kathmandu,47000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,53,55,78,80,61.3,Consider
AE-JD19-08,Test Automation Engineer,exact_or_related,Master's,Computer Applications,6,SDET; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; PyTest,Scrum Fundamentals; Oracle Java SE 11,API Test Automation; Engine Test Automation,Bharatpur,70000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,91,74,88,73,83.6,Top Candidate
AE-JD19-09,DevOps Engineer,divergent,Bachelor's,Computer Applications,5,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Matplotlib,Docker Certified Associate; Meta Front-End Cert,Portal API Testing; Monitor API Testing,Dharan,62000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,65,62,78,75,67.7,Consider
AE-JD19-10,Test Automation Engineer,exact_or_related,Bachelor's,Electronics and Communication,3,QA Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Terraform,Terraform Associate; AWS CCP,System API Testing; System API Testing,Hetauda,53000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,86,55,78,65,73.9,Shortlist
AE-JD19-11,QA Automation Engineer,exact_or_related,Bachelor's,Electronics and Communication,9,QA Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Matplotlib,Terraform Associate; Scrum Fundamentals,Portal Test Automation; Platform Test Automation,Lalitpur,85000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,73,85,78,84,78.4,Shortlist
AE-JD19-12,Automation Engineer,exact_or_related,Bachelor's,Computer Science,1,Test Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Docker Certified Associate; CKA,Monitor API Testing; Dashboard API Testing,Pokhara,44000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,81,56,78,63,71.6,Shortlist
AE-JD19-13,QA Automation Engineer,exact_or_related,Bachelor's,Electronics and Communication,3,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Azure Fundamentals; Jenkins (course),Platform API Testing; Dashboard API Testing,Lalitpur,50000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,76,55,78,62,69.0,Shortlist
AE-JD19-14,QA Engineer,adjacent,Master's,Information Systems,6,Test Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git; PyTest,WordPress (course); Google Data Analytics,Gateway CI/CD; Monitor CI/CD,Itahari,73000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,67,72,88,83,73.8,Shortlist
AE-JD19-15,SDET,exact_or_related,Master's,Electronics and Communication,10,QA Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Terraform,CKA; Oracle Java SE 11,Monitor Python; Portal Python,Lalitpur,88000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,98,86,88,64,88.4,Top Candidate
AE-JD19-16,QA Automation Engineer,exact_or_related,Bachelor's,Computer Science,6,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; GraphQL,WordPress (course); CKA,Service CI/CD; Portal CI/CD,Biratnagar,62000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,83,64,78,71,75.7,Shortlist
AE-JD19-17,Test Automation Engineer,exact_or_related,Bachelor's,Computer Applications,1,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Terraform Associate; Oracle Java SE 11,Portal Selenium; System Selenium,Bhaktapur,52000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,56,44,78,61,57.1,Consider
AE-JD19-18,QA Automation Engineer,exact_or_related,Master's,Information Systems,6,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Azure Fundamentals; Terraform Associate,Monitor CI/CD; Dashboard CI/CD,Bharatpur,72000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,91,64,88,69,80.5,Shortlist
AE-JD19-19,Software Engineer,divergent,Bachelor's,Computer Science,8,QA Automation Engineer; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Terraform,Meta Front-End Cert; Scrum Fundamentals,Monitor Python; Service Python,Butwal,83000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,93,78,78,84,85.6,Top Candidate
AE-JD19-20,QA Engineer,adjacent,Bachelor's,Electronics and Communication,2,SDET; QA Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,MongoDB Associate; Coursera Full-Stack,API API Testing; API API Testing,Biratnagar,54000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,60,57,78,78,64.7,Consider
AE-JD19-21,Data Analyst,divergent,Master's,Computer Engineering,6,SDET; QA Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,Scrum Fundamentals; Jenkins (course),System Git; Gateway Git,Hetauda,63000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,82,67,88,70,77.3,Shortlist
AE-JD19-22,Application Developer,divergent,Master's,Computer Science,8,Test Automation Engineer; QA Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Flink,Coursera Full-Stack; Terraform Associate,Engine CI/CD; Service CI/CD,Pokhara,86000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,61,79,88,68,70.6,Shortlist
AE-JD19-23,Frontend Engineer,divergent,Master's,Computer Science,6,SDET; QA Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; Next.js,CKA; Google Data Analytics,Portal API Testing; Engine API Testing,Dharan,66000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,81,75,88,70,78.9,Shortlist
AE-JD19-24,Application Developer,divergent,Bachelor's,Computer Applications,2,QA Automation Engineer; SDET,Selenium; Python; CI/CD; Test Automation; API Testing; Git; gRPC,Oracle Java SE 11; Azure Fundamentals,Gateway Git; Platform Git,Itahari,51000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,62,57,78,82,66.2,Consider
AE-JD19-25,Software Tester,adjacent,Bachelor's,Information Technology,5,SDET; Test Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git; GraphQL,Google Data Analytics; CKA,System CI/CD; Gateway CI/CD,Dharan,62000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,83,63,78,77,76.3,Shortlist
AE-JD19-26,Test Automation Engineer,exact_or_related,Bachelor's,Electronics and Communication,3,SDET; QA Automation Engineer,Selenium; Python; CI/CD; Test Automation; API Testing; Git,AWS CCP; Power BI DA-100,Portal CI/CD; Dashboard CI/CD,Butwal,52000,AE-JD19,Automation Engineer,QA/Testing,Selenium; Python; CI/CD; Test Automation; API Testing; Git,3-5 years,40000-90000,Hire a Automation Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),QA Automation Engineer; Test Automation Engineer; SDET,Includes broad score spread and title relations for bias experiments,82,58,78,80,75.1,Shortlist
